Дата продажи,Регион,Тип светильника,Количество проданных единиц,Цена за единицу,Общая стоимость,Тип продажи,Оценка товара,Способ получения
2024-10-07,Московская область,люстры,4,7511.23,30044.92,онлайн,3,самовывоз
2024-01-19,Московская область,настольные лампы,10,4386.81,43868.1,оффлайн,5,курьер
2024-04-17,Москва,настенные светильники,4,6311.85,25247.4,онлайн,3,почта
2024-10-01,Москва,настольные лампы,8,7045.47,56363.76,онлайн,1,курьер
2024-04-20,Московская область,настенные светильники,2,1342.75,2685.5,онлайн,5,курьер
2024-01-01,Московская область,настенные светильники,6,7656.61,45939.66,онлайн,1,почта
2024-02-19,Москва,настенные светильники,4,2134.65,8538.6,онлайн,2,почта
2024-01-24,Москва,люстры,4,2377.62,9510.48,оффлайн,4,самовывоз
2024-12-04,Московская область,люстры,10,1777.89,17778.9,онлайн,2,курьер
2024-11-17,Московская область,потолочные светильники,3,7035.21,21105.63,онлайн,4,курьер
2024-01-04,Москва,настенные светильники,1,5563.78,5563.78,оффлайн,1,самовывоз
2024-03-21,Москва,настольные лампы,3,4443.0,13329.0,оффлайн,2,почта
2024-03-26,Московская область,торшеры,9,8896.37,80067.33,оффлайн,4,самовывоз
2024-10-31,Москва,потолочные светильники,7,2135.28,14946.96,оффлайн,3,курьер
2024-05-13,Москва,настольные лампы,4,4355.25,17421.0,оффлайн,5,курьер
2024-02-16,Москва,люстры,1,2682.51,2682.51,онлайн,5,курьер
2024-07-21,Москва,настольные лампы,9,2208.03,19872.27,онлайн,2,самовывоз
2024-01-26,Москва,люстры,9,5746.63,51719.67,оффлайн,5,почта
2024-02-17,Московская область,настенные светильники,6,5714.62,34287.72,онлайн,1,курьер
2024-09-08,Москва,люстры,4,7138.37,28553.48,онлайн,5,самовывоз
2024-11-15,Московская область,настольные лампы,7,7348.74,51441.18,онлайн,3,курьер
2024-03-25,Московская область,настенные светильники,1,814.51,814.51,онлайн,1,почта
2024-12-19,Москва,настольные лампы,2,3563.72,7127.44,онлайн,1,почта
2024-04-07,Московская область,настольные лампы,8,7944.67,63557.36,оффлайн,1,почта
2024-11-05,Москва,люстры,6,3472.02,20832.12,онлайн,5,почта
2024-05-28,Московская область,настенные светильники,3,1307.88,3923.64,онлайн,5,почта
2024-10-22,Московская область,настенные светильники,8,5461.11,43688.88,онлайн,2,самовывоз
2024-05-27,Москва,настенные светильники,7,4954.31,34680.17,оффлайн,4,самовывоз
2024-01-23,Москва,настольные лампы,5,8915.03,44575.15,оффлайн,3,почта
2024-06-23,Москва,настенные светильники,9,3113.25,28019.25,онлайн,4,курьер
2024-10-15,Москва,люстры,7,1918.09,13426.63,оффлайн,5,самовывоз
2024-06-13,Московская область,настольные лампы,6,3446.2,20677.2,онлайн,5,курьер
2024-01-22,Москва,потолочные светильники,1,4363.95,4363.95,онлайн,4,почта
2024-11-10,Московская область,торшеры,6,7971.97,47831.82,онлайн,5,почта
2024-09-26,Москва,люстры,2,1076.76,2153.52,онлайн,1,курьер
2024-05-09,Москва,торшеры,9,7515.81,67642.29,оффлайн,3,почта
2024-03-31,Московская область,потолочные светильники,4,5398.8,21595.2,оффлайн,2,почта
2024-11-27,Москва,потолочные светильники,5,2801.16,14005.8,онлайн,2,почта
2024-07-23,Московская область,люстры,9,5928.49,53356.41,оффлайн,4,курьер
2024-03-22,Москва,люстры,7,7686.55,53805.85,онлайн,3,почта
2024-09-27,Московская область,люстры,2,3441.06,6882.12,оффлайн,1,курьер
2024-01-21,Московская область,настенные светильники,7,1988.38,13918.66,оффлайн,3,самовывоз
2024-04-05,Московская область,люстры,6,3729.34,22376.04,онлайн,3,самовывоз
2024-01-12,Москва,потолочные светильники,7,3423.43,23964.01,оффлайн,3,почта
2024-10-21,Москва,люстры,2,3999.53,7999.06,онлайн,3,курьер
2024-03-09,Московская область,торшеры,1,6899.94,6899.94,оффлайн,1,курьер
2024-12-17,Москва,настенные светильники,4,2444.08,9776.32,онлайн,2,курьер
2024-04-09,Московская область,торшеры,6,8893.06,53358.36,онлайн,4,почта
2024-04-23,Москва,настольные лампы,2,1398.46,2796.92,оффлайн,5,курьер
2024-03-04,Москва,торшеры,4,2790.42,11161.68,онлайн,2,курьер
2024-04-20,Москва,потолочные светильники,6,9994.71,59968.26,онлайн,4,самовывоз
2024-02-09,Москва,торшеры,9,5218.33,46964.97,оффлайн,4,самовывоз
2024-08-24,Московская область,торшеры,9,8972.33,80750.97,онлайн,2,самовывоз
2024-01-14,Москва,торшеры,2,3678.59,7357.18,оффлайн,1,почта
2024-03-06,Москва,люстры,7,3671.59,25701.13,оффлайн,3,почта
2024-05-25,Москва,потолочные светильники,1,8881.67,8881.67,онлайн,4,курьер
2024-11-08,Московская область,люстры,1,1224.39,1224.39,онлайн,1,почта
2024-11-23,Московская область,настольные лампы,9,3276.31,29486.79,онлайн,4,почта
2024-09-01,Московская область,настольные лампы,10,1823.29,18232.9,оффлайн,2,самовывоз
2024-03-21,Москва,торшеры,10,5305.6,53056.0,онлайн,2,курьер
2024-05-20,Московская область,настенные светильники,7,1229.07,8603.49,оффлайн,1,почта
2024-05-30,Москва,торшеры,9,4368.86,39319.74,онлайн,3,почта
2024-01-11,Московская область,люстры,8,9388.13,75105.04,оффлайн,4,почта
2024-01-24,Москва,настольные лампы,3,4551.9,13655.7,онлайн,1,самовывоз
2024-01-29,Москва,настенные светильники,7,4279.39,29955.73,онлайн,1,курьер
2024-03-19,Московская область,настольные лампы,6,9432.94,56597.64,онлайн,1,самовывоз
2024-04-21,Московская область,настенные светильники,6,994.49,5966.94,оффлайн,5,почта
2024-04-03,Московская область,торшеры,2,5111.17,10222.34,оффлайн,4,почта
2024-11-25,Москва,торшеры,4,9847.24,39388.96,оффлайн,3,почта
2024-01-21,Москва,люстры,5,9015.42,45077.1,онлайн,5,курьер
2024-04-09,Московская область,настенные светильники,4,5030.43,20121.72,онлайн,4,самовывоз
2024-04-18,Москва,настенные светильники,10,7376.64,73766.4,онлайн,1,почта
2024-07-08,Московская область,настольные лампы,10,8311.44,83114.4,оффлайн,5,почта
2024-12-28,Москва,настенные светильники,5,5953.83,29769.15,онлайн,4,курьер
2024-10-25,Москва,потолочные светильники,10,7208.54,72085.4,оффлайн,5,почта
2024-07-11,Московская область,торшеры,10,7715.2,77152.0,оффлайн,1,почта
2024-05-31,Москва,торшеры,6,6003.16,36018.96,онлайн,2,курьер
2024-10-16,Москва,настенные светильники,1,7836.85,7836.85,оффлайн,5,почта
2024-04-09,Москва,люстры,2,2257.07,4514.14,онлайн,3,самовывоз
2024-08-08,Московская область,торшеры,9,9625.97,86633.73,онлайн,4,почта
2024-12-24,Москва,торшеры,8,1972.51,15780.08,онлайн,4,курьер
2024-01-16,Московская область,люстры,4,3440.27,13761.08,онлайн,5,почта
2024-04-22,Московская область,торшеры,6,6676.8,40060.8,онлайн,5,самовывоз
2024-05-25,Москва,настенные светильники,7,8929.19,62504.33,онлайн,2,почта
2024-10-16,Московская область,настенные светильники,1,5717.9,5717.9,онлайн,4,почта
2024-07-02,Москва,потолочные светильники,5,1388.23,6941.15,оффлайн,5,курьер
2024-06-25,Московская область,настольные лампы,4,641.86,2567.44,оффлайн,4,самовывоз
2024-12-10,Москва,люстры,9,3480.1,31320.9,оффлайн,1,курьер
2024-04-08,Московская область,потолочные светильники,9,1915.04,17235.36,оффлайн,5,курьер
2024-11-16,Москва,настольные лампы,3,5044.96,15134.88,онлайн,1,самовывоз
2024-12-07,Московская область,торшеры,7,9119.72,63838.04,оффлайн,1,самовывоз
2024-02-29,Московская область,торшеры,4,1213.04,4852.16,онлайн,5,курьер
2024-01-14,Москва,настольные лампы,7,5514.22,38599.54,оффлайн,1,курьер
2024-11-18,Москва,настенные светильники,1,4804.8,4804.8,онлайн,5,самовывоз
2024-10-25,Московская область,потолочные светильники,3,977.84,2933.52,оффлайн,2,почта
2024-05-23,Московская область,настольные лампы,8,4686.17,37489.36,оффлайн,4,самовывоз
2024-01-30,Московская область,люстры,7,7748.18,54237.26,оффлайн,2,почта
2024-03-11,Московская область,настольные лампы,9,8087.34,72786.06,оффлайн,4,курьер
2024-01-25,Москва,торшеры,10,1134.54,11345.4,оффлайн,1,курьер
2024-09-25,Московская область,настольные лампы,4,2385.17,9540.68,оффлайн,2,самовывоз
2024-03-08,Московская область,настенные светильники,3,2424.88,7274.64,оффлайн,1,курьер
2024-10-05,Москва,потолочные светильники,1,2446.71,2446.71,онлайн,1,самовывоз
2024-11-04,Москва,настольные лампы,7,1569.89,10989.23,оффлайн,2,почта
2024-12-08,Московская область,люстры,8,5209.61,41676.88,оффлайн,4,самовывоз
2024-04-07,Москва,потолочные светильники,2,8968.31,17936.62,оффлайн,3,курьер
2024-10-30,Москва,люстры,10,3568.72,35687.2,онлайн,4,курьер
2024-09-18,Москва,настольные лампы,7,3116.22,21813.54,онлайн,2,курьер
2024-04-14,Московская область,настольные лампы,7,4968.78,34781.46,онлайн,2,курьер
2024-09-12,Москва,люстры,2,633.13,1266.26,онлайн,1,курьер
2024-10-28,Москва,настольные лампы,4,2980.43,11921.72,оффлайн,2,почта
2024-10-06,Московская область,потолочные светильники,10,4660.34,46603.4,оффлайн,2,почта
2024-05-04,Москва,торшеры,3,5663.36,16990.08,оффлайн,4,самовывоз
2024-06-22,Москва,торшеры,8,9617.79,76942.32,онлайн,4,почта
2024-10-28,Московская область,потолочные светильники,2,4808.95,9617.9,онлайн,4,курьер
2024-04-30,Московская область,торшеры,3,8670.96,26012.88,онлайн,3,самовывоз
2024-07-11,Москва,настольные лампы,3,2214.27,6642.81,оффлайн,3,почта
2024-03-22,Москва,потолочные светильники,6,640.91,3845.46,оффлайн,5,курьер
2024-02-23,Московская область,потолочные светильники,10,1928.23,19282.3,онлайн,5,почта
2024-03-30,Москва,торшеры,3,3610.23,10830.69,оффлайн,4,почта
2024-01-21,Московская область,люстры,7,6422.65,44958.55,оффлайн,5,самовывоз
2024-03-22,Москва,настольные лампы,6,8084.66,48507.96,онлайн,5,курьер
2024-11-02,Московская область,торшеры,5,6659.52,33297.6,оффлайн,5,курьер
2024-11-08,Москва,настольные лампы,5,3794.4,18972.0,оффлайн,1,почта
2024-12-01,Московская область,настольные лампы,6,9274.67,55648.02,онлайн,5,курьер
2024-08-17,Московская область,потолочные светильники,4,5623.07,22492.28,онлайн,1,почта
2024-08-19,Московская область,потолочные светильники,2,9653.47,19306.94,онлайн,4,курьер
2024-11-08,Московская область,потолочные светильники,9,1924.21,17317.89,оффлайн,5,курьер
2024-03-19,Москва,настенные светильники,9,5979.64,53816.76,оффлайн,1,почта
2024-09-29,Московская область,торшеры,1,4286.64,4286.64,онлайн,2,курьер
2024-01-27,Московская область,настольные лампы,6,7677.89,46067.34,оффлайн,4,почта
2024-11-13,Московская область,потолочные светильники,10,864.0,8640.0,онлайн,2,курьер
2024-10-04,Москва,настенные светильники,6,3049.06,18294.36,онлайн,5,курьер
2024-08-23,Московская область,люстры,3,3853.69,11561.07,оффлайн,2,почта
2024-05-06,Москва,торшеры,10,8544.06,85440.6,оффлайн,2,самовывоз
2024-10-06,Москва,настенные светильники,7,2062.0,14434.0,онлайн,3,самовывоз
2024-09-29,Московская область,потолочные светильники,3,9182.56,27547.68,оффлайн,4,самовывоз
2024-10-21,Москва,потолочные светильники,10,2605.7,26057.0,онлайн,3,почта
2024-11-07,Московская область,настольные лампы,4,8674.28,34697.12,онлайн,5,почта
2024-07-19,Московская область,настенные светильники,1,9540.47,9540.47,оффлайн,5,курьер
2024-07-16,Московская область,настольные лампы,10,3544.19,35441.9,оффлайн,3,курьер
2024-04-24,Москва,люстры,5,6467.21,32336.05,онлайн,5,почта
2024-02-08,Москва,потолочные светильники,10,5100.37,51003.7,онлайн,2,почта
2024-12-26,Московская область,торшеры,4,3056.77,12227.08,онлайн,1,курьер
2024-04-17,Московская область,настенные светильники,2,3589.84,7179.68,оффлайн,1,курьер
2024-06-16,Москва,настольные лампы,4,7424.86,29699.44,оффлайн,5,самовывоз
2024-08-02,Московская область,торшеры,2,2762.41,5524.82,оффлайн,4,курьер
2024-01-24,Москва,торшеры,5,9550.94,47754.7,онлайн,1,курьер
2024-02-14,Москва,настенные светильники,3,4838.01,14514.03,онлайн,5,почта
2024-08-30,Москва,торшеры,3,7698.77,23096.31,онлайн,3,курьер
2024-03-07,Москва,торшеры,9,5799.15,52192.35,оффлайн,4,самовывоз
2024-03-11,Московская область,торшеры,7,4452.79,31169.53,оффлайн,5,почта
2024-07-31,Московская область,торшеры,8,3155.61,25244.88,онлайн,2,курьер
2024-12-27,Московская область,торшеры,6,9839.96,59039.76,оффлайн,5,почта
2024-06-22,Московская область,настенные светильники,6,7982.27,47893.62,оффлайн,2,почта
2024-03-06,Московская область,торшеры,2,9692.53,19385.06,оффлайн,3,самовывоз
2024-03-10,Москва,настольные лампы,1,1981.46,1981.46,оффлайн,3,почта
2024-04-27,Москва,настольные лампы,4,1745.72,6982.88,онлайн,3,курьер
2024-02-05,Москва,настольные лампы,6,3729.33,22375.98,онлайн,5,самовывоз
2024-11-20,Московская область,торшеры,3,6978.95,20936.85,оффлайн,3,курьер
2024-09-23,Московская область,потолочные светильники,10,6389.64,63896.4,оффлайн,2,курьер
2024-12-19,Москва,потолочные светильники,8,9039.25,72314.0,оффлайн,3,почта
2024-07-30,Москва,настольные лампы,3,3979.79,11939.37,онлайн,3,курьер
2024-04-17,Москва,торшеры,4,8151.16,32604.64,онлайн,5,самовывоз
2024-03-09,Москва,настольные лампы,3,2401.72,7205.16,онлайн,1,почта
2024-06-05,Москва,настольные лампы,7,7513.82,52596.74,онлайн,5,самовывоз
2024-07-31,Московская область,потолочные светильники,3,2437.59,7312.77,оффлайн,3,самовывоз
2024-09-29,Москва,потолочные светильники,7,5427.47,37992.29,онлайн,4,самовывоз
2024-04-02,Московская область,потолочные светильники,8,3548.06,28384.48,оффлайн,5,почта
2024-05-16,Московская область,люстры,7,1970.17,13791.19,онлайн,3,самовывоз
2024-11-12,Москва,торшеры,8,4132.92,33063.36,онлайн,1,курьер
2024-01-28,Москва,потолочные светильники,2,6631.49,13262.98,онлайн,1,курьер
2024-12-17,Москва,люстры,8,7978.51,63828.08,онлайн,5,почта
2024-10-25,Москва,настольные лампы,6,2227.0,13362.0,онлайн,5,почта
2024-11-10,Москва,потолочные светильники,3,9575.75,28727.25,оффлайн,3,почта
2024-10-26,Москва,настенные светильники,4,5754.8,23019.2,онлайн,2,самовывоз
2024-06-15,Московская область,люстры,10,8629.14,86291.4,онлайн,3,почта
2024-06-06,Московская область,потолочные светильники,2,5146.48,10292.96,оффлайн,4,самовывоз
2024-03-23,Московская область,настенные светильники,4,9448.03,37792.12,оффлайн,3,курьер
2024-10-22,Московская область,торшеры,2,2214.37,4428.74,оффлайн,5,почта
2024-08-12,Москва,люстры,10,2156.14,21561.4,онлайн,2,самовывоз
2024-06-18,Москва,торшеры,8,7717.58,61740.64,оффлайн,1,самовывоз
2024-09-08,Московская область,люстры,10,9536.74,95367.4,онлайн,2,самовывоз
2024-01-15,Москва,люстры,6,4272.75,25636.5,онлайн,5,самовывоз
2024-03-29,Москва,настольные лампы,5,7729.47,38647.35,оффлайн,5,почта
2024-08-26,Московская область,настенные светильники,4,7086.54,28346.16,оффлайн,5,курьер
2024-04-04,Москва,торшеры,7,9280.87,64966.09,онлайн,2,самовывоз
2024-05-22,Московская область,люстры,7,6631.37,46419.59,оффлайн,1,курьер
2024-02-04,Московская область,люстры,4,8784.06,35136.24,онлайн,1,самовывоз
2024-11-25,Москва,торшеры,6,6808.08,40848.48,онлайн,3,самовывоз
2024-09-01,Московская область,торшеры,4,1038.54,4154.16,онлайн,1,почта
2024-07-31,Московская область,настольные лампы,4,7024.35,28097.4,оффлайн,1,почта
2024-02-28,Москва,потолочные светильники,1,6516.26,6516.26,онлайн,1,самовывоз
2024-03-21,Москва,потолочные светильники,7,4932.25,34525.75,онлайн,1,самовывоз
2024-11-06,Москва,настольные лампы,2,4134.53,8269.06,онлайн,2,самовывоз
2024-01-22,Москва,торшеры,1,4741.66,4741.66,оффлайн,5,курьер
2024-05-07,Москва,торшеры,4,851.72,3406.88,онлайн,4,курьер
2024-06-21,Москва,торшеры,1,6773.2,6773.2,оффлайн,3,почта
2024-02-23,Москва,настенные светильники,3,1454.36,4363.08,оффлайн,1,почта
2024-12-15,Московская область,торшеры,3,9258.33,27774.99,онлайн,5,почта
2024-06-16,Москва,люстры,10,3223.77,32237.7,онлайн,1,почта
2024-04-09,Московская область,настенные светильники,7,8476.64,59336.48,онлайн,1,самовывоз
2024-12-07,Московская область,люстры,10,5217.3,52173.0,онлайн,1,самовывоз
2024-08-20,Москва,люстры,5,2312.19,11560.95,оффлайн,5,курьер
2024-10-03,Московская область,потолочные светильники,5,7744.44,38722.2,онлайн,2,самовывоз
2024-05-12,Москва,люстры,1,1838.04,1838.04,оффлайн,1,курьер
2024-03-04,Московская область,торшеры,3,5053.45,15160.35,оффлайн,3,самовывоз
2024-03-26,Москва,потолочные светильники,2,4596.61,9193.22,онлайн,4,самовывоз
2024-03-07,Москва,настенные светильники,9,6675.9,60083.1,онлайн,3,курьер
2024-05-13,Москва,настольные лампы,4,7161.41,28645.64,оффлайн,1,самовывоз
2024-01-31,Москва,настольные лампы,10,3950.27,39502.7,оффлайн,4,почта
2024-11-23,Московская область,настенные светильники,7,8983.9,62887.3,оффлайн,5,самовывоз
2024-07-08,Московская область,торшеры,6,4033.71,24202.26,оффлайн,2,самовывоз
2024-05-08,Московская область,настольные лампы,3,8449.32,25347.96,оффлайн,4,курьер
2024-01-02,Москва,настольные лампы,9,1064.29,9578.61,онлайн,5,самовывоз
2024-01-20,Москва,настольные лампы,7,5761.51,40330.57,онлайн,4,курьер
2024-05-21,Москва,потолочные светильники,3,4526.15,13578.45,онлайн,5,самовывоз
2024-09-21,Москва,настенные светильники,8,1520.32,12162.56,онлайн,1,курьер
2024-12-26,Москва,потолочные светильники,2,2357.11,4714.22,онлайн,4,курьер
2024-02-22,Москва,настольные лампы,8,7269.9,58159.2,оффлайн,1,самовывоз
2024-05-27,Московская область,торшеры,5,5174.31,25871.55,онлайн,4,самовывоз
2024-02-28,Москва,настольные лампы,1,5868.75,5868.75,онлайн,3,почта
2024-09-27,Московская область,потолочные светильники,7,7182.37,50276.59,оффлайн,4,самовывоз
2024-04-14,Москва,торшеры,1,3670.75,3670.75,онлайн,5,курьер
2024-03-21,Московская область,настенные светильники,7,8951.55,62660.85,оффлайн,2,самовывоз
2024-06-29,Москва,торшеры,4,8391.58,33566.32,оффлайн,1,самовывоз
2024-01-30,Московская область,потолочные светильники,7,4542.85,31799.95,оффлайн,3,почта
2024-10-28,Москва,настольные лампы,2,980.49,1960.98,оффлайн,4,самовывоз
2024-05-09,Москва,настольные лампы,5,6062.86,30314.3,онлайн,5,почта
2024-12-28,Московская область,торшеры,1,3492.95,3492.95,онлайн,3,самовывоз
2024-01-22,Московская область,торшеры,10,5267.44,52674.4,оффлайн,5,курьер
2024-07-21,Московская область,люстры,2,2387.31,4774.62,оффлайн,1,курьер
2024-07-14,Московская область,настольные лампы,7,9126.72,63887.04,онлайн,2,самовывоз
2024-09-05,Московская область,настольные лампы,8,5058.97,40471.76,оффлайн,2,самовывоз
2024-03-30,Московская область,потолочные светильники,3,2503.89,7511.67,оффлайн,5,почта
2024-02-28,Московская область,настольные лампы,2,7259.13,14518.26,оффлайн,2,курьер
2024-12-04,Москва,настольные лампы,4,4939.05,19756.2,оффлайн,5,самовывоз
2024-02-24,Москва,потолочные светильники,1,8489.76,8489.76,онлайн,3,самовывоз
2024-10-06,Москва,люстры,6,7001.29,42007.74,оффлайн,2,самовывоз
2024-02-12,Московская область,настольные лампы,9,5284.67,47562.03,оффлайн,5,самовывоз
2024-02-06,Московская область,настенные светильники,5,5583.49,27917.45,онлайн,1,курьер
2024-07-01,Москва,торшеры,8,9738.93,77911.44,оффлайн,4,самовывоз
2024-10-03,Москва,настольные лампы,1,2965.26,2965.26,онлайн,4,курьер
2024-06-12,Московская область,настольные лампы,3,8500.13,25500.39,оффлайн,5,самовывоз
2024-06-02,Московская область,настольные лампы,2,9374.41,18748.82,оффлайн,5,курьер
2024-03-25,Московская область,торшеры,9,1929.15,17362.35,оффлайн,5,почта
2024-09-01,Москва,настенные светильники,1,6094.0,6094.0,онлайн,1,курьер
2024-02-15,Московская область,настольные лампы,6,4557.92,27347.52,оффлайн,5,почта
2024-05-07,Москва,потолочные светильники,5,6904.83,34524.15,онлайн,3,почта
2024-07-12,Московская область,настольные лампы,8,6019.82,48158.56,оффлайн,2,курьер
2024-11-23,Москва,торшеры,7,7169.1,50183.7,оффлайн,5,курьер
2024-07-15,Москва,настенные светильники,10,4578.43,45784.3,оффлайн,4,почта
2024-06-08,Москва,настольные лампы,8,610.34,4882.72,оффлайн,1,курьер
2024-03-13,Москва,настенные светильники,10,7720.47,77204.7,оффлайн,3,почта
2024-10-06,Москва,настольные лампы,9,9692.78,87235.02,онлайн,3,почта
2024-07-23,Москва,торшеры,1,8863.18,8863.18,онлайн,3,курьер
2024-09-02,Москва,торшеры,8,6218.45,49747.6,онлайн,4,самовывоз
2024-11-15,Москва,настольные лампы,5,1201.6,6008.0,онлайн,5,почта
2024-05-07,Московская область,торшеры,3,9986.5,29959.5,онлайн,4,самовывоз
2024-04-29,Москва,потолочные светильники,7,8997.2,62980.4,оффлайн,2,самовывоз
2024-01-23,Московская область,настенные светильники,9,5354.91,48194.19,оффлайн,3,почта
2024-01-12,Москва,настенные светильники,5,7629.53,38147.65,оффлайн,2,курьер
2024-03-04,Москва,потолочные светильники,6,6677.71,40066.26,онлайн,3,курьер
2024-01-15,Московская область,потолочные светильники,2,4965.44,9930.88,оффлайн,1,почта
2024-03-05,Московская область,торшеры,9,5945.73,53511.57,онлайн,5,почта
2024-01-02,Московская область,потолочные светильники,9,1881.87,16936.83,оффлайн,1,курьер
2024-05-18,Московская область,торшеры,2,7979.13,15958.26,оффлайн,5,самовывоз
2024-07-20,Московская область,настенные светильники,9,4510.76,40596.84,онлайн,5,курьер
2024-12-22,Московская область,настенные светильники,9,4121.04,37089.36,оффлайн,1,курьер
2024-06-23,Московская область,настенные светильники,1,1551.14,1551.14,онлайн,5,почта
2024-04-02,Москва,потолочные светильники,6,2840.77,17044.62,оффлайн,1,курьер
2024-02-28,Москва,потолочные светильники,2,4513.58,9027.16,онлайн,2,почта
2024-10-02,Московская область,люстры,7,3486.69,24406.83,оффлайн,2,самовывоз
2024-09-20,Московская область,настенные светильники,6,6195.19,37171.14,оффлайн,4,самовывоз
2024-01-26,Москва,торшеры,10,3360.76,33607.6,онлайн,3,почта
2024-10-24,Московская область,люстры,1,3286.51,3286.51,оффлайн,4,почта
2024-05-20,Московская область,потолочные светильники,8,4399.37,35194.96,оффлайн,4,курьер
2024-03-23,Москва,настенные светильники,6,4524.11,27144.66,оффлайн,4,курьер
2024-06-23,Москва,торшеры,8,7933.91,63471.28,оффлайн,3,самовывоз
2024-04-08,Москва,потолочные светильники,3,2803.91,8411.73,оффлайн,3,курьер
2024-07-14,Москва,люстры,7,3696.82,25877.74,оффлайн,1,самовывоз
2024-07-22,Московская область,торшеры,10,3796.72,37967.2,онлайн,1,почта
2024-12-11,Московская область,люстры,3,1624.94,4874.82,онлайн,3,самовывоз
2024-08-19,Московская область,потолочные светильники,8,3450.85,27606.8,онлайн,3,почта
2024-02-04,Московская область,настольные лампы,2,1251.12,2502.24,оффлайн,1,самовывоз
2024-07-09,Московская область,торшеры,9,6574.47,59170.23,онлайн,1,почта
2024-01-08,Москва,потолочные светильники,10,5404.57,54045.7,оффлайн,4,почта
2024-09-10,Москва,люстры,2,2142.45,4284.9,оффлайн,4,самовывоз
2024-05-19,Московская область,люстры,7,8029.02,56203.14,онлайн,4,самовывоз
2024-03-16,Москва,люстры,1,2436.96,2436.96,оффлайн,2,почта
2024-09-02,Московская область,люстры,7,3784.33,26490.31,оффлайн,5,самовывоз
2024-08-24,Московская область,люстры,6,9842.31,59053.86,онлайн,3,самовывоз
2024-03-04,Москва,торшеры,6,8847.17,53083.02,оффлайн,3,самовывоз
2024-01-17,Московская область,настенные светильники,5,6701.8,33509.0,оффлайн,4,курьер
2024-03-15,Москва,настольные лампы,2,1829.47,3658.94,онлайн,2,почта
2024-08-17,Московская область,торшеры,10,7770.82,77708.2,оффлайн,5,почта
2024-02-13,Московская область,потолочные светильники,7,7759.49,54316.43,онлайн,3,почта
2024-11-24,Москва,потолочные светильники,3,791.7,2375.1,оффлайн,2,самовывоз
2024-08-31,Московская область,настольные лампы,9,1077.39,9696.51,онлайн,5,курьер
2024-05-06,Москва,настенные светильники,6,7290.2,43741.2,онлайн,1,курьер
2024-11-07,Москва,настенные светильники,9,5278.89,47510.01,онлайн,3,почта
2024-04-27,Московская область,люстры,5,612.25,3061.25,онлайн,5,самовывоз
2024-07-21,Московская область,потолочные светильники,9,3222.75,29004.75,онлайн,4,курьер
2024-03-29,Московская область,настенные светильники,5,9209.5,46047.5,оффлайн,3,курьер
2024-08-06,Москва,торшеры,4,8284.77,33139.08,оффлайн,1,курьер
2024-11-04,Москва,потолочные светильники,9,1517.95,13661.55,оффлайн,2,почта
2024-11-01,Москва,люстры,9,4836.69,43530.21,оффлайн,5,почта
2024-07-16,Московская область,торшеры,9,5387.68,48489.12,онлайн,5,самовывоз
2024-06-05,Московская область,потолочные светильники,10,7179.24,71792.4,оффлайн,1,курьер
2024-08-18,Москва,настенные светильники,7,2709.24,18964.68,онлайн,5,почта
2024-07-14,Московская область,люстры,5,1755.91,8779.55,онлайн,5,почта
2024-04-25,Московская область,люстры,9,2736.93,24632.37,онлайн,2,самовывоз
2024-11-26,Московская область,настольные лампы,7,9239.53,64676.71,онлайн,5,самовывоз
2024-03-29,Москва,торшеры,9,9279.17,83512.53,онлайн,2,самовывоз
2024-01-23,Москва,настольные лампы,3,2685.18,8055.54,онлайн,1,самовывоз
2024-12-20,Московская область,потолочные светильники,7,4104.32,28730.24,онлайн,1,почта
2024-11-19,Московская область,потолочные светильники,2,606.44,1212.88,онлайн,3,самовывоз
2024-07-09,Московская область,настольные лампы,5,1086.26,5431.3,онлайн,5,курьер
2024-06-12,Москва,настольные лампы,10,5348.18,53481.8,онлайн,4,курьер
2024-08-03,Москва,люстры,6,3438.64,20631.84,оффлайн,1,самовывоз
2024-01-02,Москва,настольные лампы,8,8435.36,67482.88,оффлайн,2,самовывоз
2024-07-08,Московская область,настенные светильники,10,4102.3,41023.0,онлайн,3,самовывоз
2024-12-18,Москва,потолочные светильники,7,9738.22,68167.54,оффлайн,4,курьер
2024-02-17,Москва,настольные лампы,7,9203.33,64423.31,оффлайн,1,почта
2024-02-16,Москва,настенные светильники,1,8173.75,8173.75,оффлайн,1,курьер
2024-11-10,Московская область,торшеры,8,898.6,7188.8,онлайн,3,почта
2024-04-09,Московская область,потолочные светильники,9,2421.87,21796.83,онлайн,4,почта
2024-10-17,Московская область,люстры,7,6265.87,43861.09,онлайн,5,самовывоз
2024-10-03,Московская область,торшеры,9,5440.37,48963.33,онлайн,4,почта
2024-12-15,Московская область,торшеры,2,3958.8,7917.6,оффлайн,5,курьер
2024-04-02,Московская область,потолочные светильники,2,5908.82,11817.64,оффлайн,1,почта
2024-10-31,Москва,люстры,1,9461.05,9461.05,онлайн,4,почта
2024-07-02,Московская область,торшеры,10,5811.14,58111.4,онлайн,4,самовывоз
2024-06-03,Москва,торшеры,1,7730.0,7730.0,оффлайн,2,самовывоз
2024-08-24,Московская область,настенные светильники,9,3486.37,31377.33,онлайн,4,курьер
2024-08-21,Московская область,настольные лампы,3,5138.64,15415.92,оффлайн,5,самовывоз
2024-02-08,Москва,торшеры,9,1874.21,16867.89,онлайн,5,почта
